,post_link,comment_count,likes_count,caption,is_video,image_link
76,https://instagram.com/p/CxenT3lxnY0/,206,67249,i co-sign all the above :-),FALSE,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/379493752_283215664559062_7360404870011415593_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=MKbgLqAUWvMAX-d3088&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCalX7io3GC_dtkvJTPG3y09w3tDwG5onpYlp19ko93Iw&oe=652BD625&_nc_sid=bc0c2c
77,https://instagram.com/p/Cxfu84CxATJ/,504,66680,"annnnnnnnnd LOVE IS BLIND is back 😅💕😌

SEASON 5 NOW STREAMING",FALSE,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/380405620_339422835200439_7469406078736320900_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=1vak3D7gPk0AX8xcWbp&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDH8IQdd97-k1R1-mAazFf-fqjaOF59UnEXp2ZrOLpZ_g&oe=652C209C&_nc_sid=bc0c2c
80,https://instagram.com/p/CxdehXMRVhp/,274,146422,nami is stronger than me bc i would’ve been swooning,FALSE,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/381141730_6952597698091921_8133332168760415843_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=VLFaGuCnG0IAX-Dr5Yl&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBRI0YlWH_68XhDPSxpD0vKHyhDzM4uPvOqp2fiGjc5hw&oe=652B80B6&_nc_sid=bc0c2c
81,https://instagram.com/p/Cxdb_cYRYWU/,805,77528,oh would you look at the time,FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/380280198_846140546952213_5520985865650967595_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=109&_nc_ohc=IVSmObdLtKMAX_ieHLS&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBNqydDD-hxQpE9GRfhoXk6iggydc6ovsu6wwP8sdWEfQ&oe=652B7189&_nc_sid=bc0c2c
84,https://instagram.com/p/CxbAJlUxJQ5/,196,73660,"here, these are for you",FALSE,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/381495681_3395861524010873_7655817256644578213_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=CN7WPbCXUkMAX-OKbNN&edm=APU89FABAAAA&ccb=7-5&oh=00_AfARyqGKWNf9hNlkyAWbGiT8WfoZyRcfajrPvB5PQIz7hA&oe=652BBE96&_nc_sid=bc0c2c
90,https://instagram.com/p/CxYwZnTRJ7P/,81,64979,top boy 🤝 stepping through film,FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/379330221_1578914799304418_1299617851791229705_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=nbA9Vci59ZQAX_ib3ta&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAi-_JgJKVAyKuPrh9UF7gjvMwxfWOOI5XAhyAWi71LTA&oe=652C748B&_nc_sid=bc0c2c
96,https://instagram.com/p/CxV8SmHNHn0/,645,138910,which straw hat are you 🤪,FALSE,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/379736097_6810060979050521_9016378511786639151_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=rez2YNhm5_EAX9KMaqv&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA2BGiRv7gtIu7Q9HnPIXSLpNvAWNtvo2L0nuZuvaVo8w&oe=652BF960&_nc_sid=bc0c2c
97,https://instagram.com/p/CxVzwX1xeyq/,60,27541,"all v real all v relatable
SPY KIDS: ARMAGEDDON premieres in 4 days!",FALSE,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/379135368_846340756876319_5309484146366268795_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=FmaNOERhuc8AX9tWtBU&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDiN3rSh_s0wwZRhZcXaAyS6VAJwHqBffHBgPRwoEl1gg&oe=652924C4&_nc_sid=bc0c2c
100,https://instagram.com/p/CxS1YGTxXiF/,118,51197,🙃 everything is fine 🙃,FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/379157247_1027227065184908_7859732282205910472_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=uzfOIQOtuHQAX9W9OHi&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBc60u1jjF8tqaqw15v6jTkPqS5RHDjJkuGhq-tnvQm1g&oe=652CFD5A&_nc_sid=bc0c2c
103,https://instagram.com/p/CxRIbNKORrA/,472,84746,"if the love isn’t this, keep it",FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/378577129_316434897543520_4277325527229089634_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=4YArOxtOaXUAX-BnCIm&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBh6bQqdoK49YQl1u61asepGQBEYZWFjZ2PKkBrLH7NuA&oe=652D084E&_nc_sid=bc0c2c
105,https://instagram.com/p/CxQ7Vh5R9JH/,986,290486,For the love of Buggy what’s going on here? Wrong answers only! 🤡❤️🪓 #OnePieceNetflix #OnePieceLiveAction,FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/378577314_641584891125896_1991827406030648_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=_ZuGOGhvGroAX_hP79T&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAAn6MdU1tDV_mDovdDTaxrEpMeZ6cdhpLKdqudpDHi7Q&oe=652CAC3C&_nc_sid=bc0c2c
106,https://instagram.com/p/CxQsC3dNBGW/,178,59008,🦗🦟🦗🦟,FALSE,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/378418870_1278701339500763_2616951178754350855_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=rfucM6B-RgkAX8X09vl&edm=APU89FABAAAA&ccb=7-5&oh=00_AfClnPQQ1schgI2h2yIKCfbDR4Qsv-0uYO_oD7WBZMjRnA&oe=652BE614&_nc_sid=bc0c2c
108,https://instagram.com/p/CxQccEovmOd/,95,53688,happens to the best of us,FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t39.30808-6/376234632_699828525519451_5508647162255167174_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=vRdkTGHdhkcAX90hW-m&edm=APU89FAAAAAA&ccb=7-5&oh=00_AfBlnQ7h22Vzm1z3-A8MkH9OiqLWSRo-famhdLTVaLQKNQ&oe=652BE442&_nc_sid=bc0c2c
111,https://instagram.com/p/CxN6qnkNsjO/,132,90138,get to know me <3,FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/378587856_1665588550634092_8852820325251732869_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=EmgDqNXhHFcAX-Fjcn4&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAc2TTmDxFhnUOcSjDSV9M5Dvb3inECeB0Sazfldu8brw&oe=652C0A63&_nc_sid=bc0c2c
116,https://instagram.com/p/CxLpjJBsbH3/,210,166570,friendly reminder to apply sunscreen bbs,FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/378536360_288302350584328_2225110489599634284_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=32JmIrSxGkAAX-ZLUvj&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCiTRH74IOe2jryLlcDybfChQ2aZEfqV_tu_cyi9olU0A&oe=652C7363&_nc_sid=bc0c2c
117,https://instagram.com/p/CxLhwjMNhez/,277,105212,short kings only,FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/377657886_723289522940997_6664216658587188211_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=109&_nc_ohc=BLuLilTXbVwAX8Knnjm&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCyyjlmCvy3ehLeszkZObglNooiBG3XeBiPKxeC9aB8fQ&oe=652C0455&_nc_sid=bc0c2c
122,https://instagram.com/p/CxI14HlN_k1/,167,55321,this one is for my tumblr girlies,FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/377879332_216849464705978_7355328340574872435_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=KGCw7BjrfPEAX9Wavty&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCIhBw2jAMirT-wmzopQMJqvUjaHiK_kVUEk-Yh2HQ5bQ&oe=652B8969&_nc_sid=bc0c2c
123,https://instagram.com/p/CxIuK2Qs9F_/,474,221932,"sofía vergara takes on the role inspired by griselda blanco, the legendary 'godmother' of the cartel world. GRISELDA premieres january 2024.",FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/376069804_291599173501711_2243659893891326897_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=f1DZbSTTzJkAX9iy5L_&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAHfVRrEko4K3czT44yRzMILyh8U3EKolQEt89WKj8HqQ&oe=652BD545&_nc_sid=bc0c2c
124,https://instagram.com/p/CxHai3bN0sK/,297,86223,these are the same photos you can't tell me otherwise,FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/377964054_684965030175967_1126785311495937026_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=p5DJRzbDdGgAX-cKJyg&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCV-dA0y9iM9rYDUAYNjWOgNy-5MG5ywyPpvjkWgONJwQ&oe=652BDAEE&_nc_sid=bc0c2c
128,https://instagram.com/p/CxGXCpmrDjp/,166,54367,no thoughts just jeff ward,FALSE,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/376859269_2066225823720449_3269705283987637778_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=AdXO7fxFagYAX-1ovzS&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCNNeyVwJNdqczSRx-unt9asLbvI4QYn89OWs1Ax7w8_A&oe=652B5ED7&_nc_sid=bc0c2c
130,https://instagram.com/p/CxGCYVKMMq8/,651,125427,"La Jefa is coming. Sofia Vergara transforms in this limited series, inspired by Griselda Blanco, a woman who rose from obscurity to become 'the Godmother' of the underworld. Witness her lethal blend of charm and ruthlessness in this captivating series. Coming soon to Netflix.",FALSE,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/376806744_3192526637718051_7306504282637851729_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=DtBPM-O6IHsAX9PJFCp&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDU6hVelZMhLJmu9wr5H6Yy_6eG5kDMsFNm9SxWlX0TVQ&oe=652C90D7&_nc_sid=bc0c2c
136,https://instagram.com/p/Cw-hvACuI8Z/,653,77301,i am cry,FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/376269113_698887582286394_1606683164840269023_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=106&_nc_ohc=FfNEoRSS7ZsAX-by8dw&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBMH_UnXQGS8hBmpCgyJfBxk2N963fMWrWJQlo-TAZc7A&oe=652D1492&_nc_sid=bc0c2c
138,https://instagram.com/p/Cw-UAj7uvFY/,458,174689,nothing but respect for my straw hat crew,FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/375868021_260309180212156_458348560207950301_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=y2lEn6P9Mk4AX-dNNBk&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAbbDbXsLZh5eZNYLTOgi0dzDFvqqsed8ooI_pteTKbVg&oe=652C449C&_nc_sid=bc0c2c
139,https://instagram.com/p/Cw8-0Y7rfD3/,217,88417,oh no i have a type 💦,FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/376271880_970496710920944_6134740107102858814_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=d9_HrghIx4gAX8YHUBY&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA8OVW-7J7yUt6zwGsNpaYrLFDEqHgaOavPMv0QxM2XpA&oe=652CA21B&_nc_sid=bc0c2c
143,https://instagram.com/p/Cw8ENMuupfw/,646,133189,"Are ya 1, are ya 2, are ya 3…
Matt Rife: Natural Selection Coming Soon to Netflix",FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/376254139_260536090229613_3318721357373046064_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=109&_nc_ohc=B4TRfbpUO7AAX_BObNQ&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAm0qDrg6aKZKcyQtsZtEv6AZP5XaL6zX8dg3YG_Zp6pA&oe=652BF86A&_nc_sid=bc0c2c
148,https://instagram.com/p/Cw5szBwBgcb/,1233,473608,We’d give up every treasure in the world to be part of the crew. 🥰 #onepiecenetflix,FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/375484875_217056888012206_8494647685702773723_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=l9eC-LhWUCsAX_ziByc&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBaGziHN2cKkGkWDon4_dwOmF4blmOYrRI-xnEo-cPCUQ&oe=652CA24E&_nc_sid=bc0c2c
157,https://instagram.com/p/Cw3SSoGOcLt/,336,140656,swipe to unite the straw hats >>>,FALSE,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/375063903_1976816829354941_7443954906628079382_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=R6eltf0JDgwAX9fLrJi&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBvFOa_OPtg6Hpy_6FiZ4wo9KYhNVx0lskA7ujMf-IpuA&oe=652B735B&_nc_sid=bc0c2c
162,https://instagram.com/p/Cw0Oj5OODyD/,270,141018,your pain is their payday. PAIN HUSTLERS drops october 27.,FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/375291838_891692895723732_1851099214774655327_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=YshR0VjLgWgAX_xiEid&edm=APU89FABAAAA&ccb=7-5&oh=00_AfALAaVY7kTJMcHe58r0EEaVaTvwcFqjxwPahoBMjMWBHA&oe=652D07FD&_nc_sid=bc0c2c
164,https://instagram.com/p/CwyFO6aN13x/,1062,240893,swiping right on all of them,FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t39.30808-6/375799835_692702689565368_6653612927043674783_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=nSfiyaaxMt0AX9vcWPM&edm=APU89FAAAAAA&ccb=7-5&oh=00_AfC8l5Mw5dTdNl9fHstPT_T5MRynrBTfhfsqW61uNF1O7A&oe=652BC225&_nc_sid=bc0c2c
170,https://instagram.com/p/CwtJX9TvFv5/,502,37437,ok i'm losing my mind who else is obsessed with @onepiecenetflix???,FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t39.30808-6/374697731_691606223008348_5205537122860946177_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=SRH-bKDyDl4AX-okakh&edm=APU89FAAAAAA&ccb=7-5&oh=00_AfDn8Ey33LzPsxZGaXlQtbo-9J752WdEMk5aC9jjS4lFcA&oe=652C10D6&_nc_sid=bc0c2c
171,https://instagram.com/p/Cws7oz1gR1V/,302,52041,"what's a dating 🚩 for you? i'll start

📺: The Ultimatum: Marry or Move On",FALSE,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/372934035_1002154897782031_7703432147664768490_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=jbFt_Xu1BKAAX9Ta4Ev&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBzqwxfzcCrNr4FMtKaQVDznVpGoS2X1a_V97evEVj8Zg&oe=652D3423&_nc_sid=bc0c2c
